Cve_copr            ,Cve_prod            ,Can_copr            ,Tip_copr,New_med,New_copr,Partida,Fcdfor      ,Undfor,Prov_med  ,Desc_prod                                                                       ,Unibse,Cve_mon   ,Cto_rep             ,Partform  ,Ind_med,Cve_tial  ,Tipcam    ,Tip_cam   ,Ren_copr            ,Esp_copr            ,Gas_copr            ,Porcadvalo,Cto_ent             ,Cve_monc            ,Uncfor,Cunbse,Lista_med   ,Desc_med                                ,Fec_ent   ,Desc_prod_ext001                        
41CPAZ01            ,MPA-0245,1.8,1,       ,        ,7,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,7,0,2,1,1,54000,0,0,0,233.00955,1,TABS  ,TABS  ,            ,                                        ,19/02/2025,AZVIT CON 30 CAPSULAS ST                
41CPAZ01            ,MPE-0039,22.437,1,       ,        ,8,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,7,0,2,1,1,54000,0,0,0,79.13958,1,TABS  ,TABS  ,            ,                                        ,11/03/2025,AZVIT CON 30 CAPSULAS ST                
41CPAZ01            ,M,19,2,       ,        ,1,1,HORA  ,1,MANO DE O.                                                                      ,PZA   ,1,1,7,0,0,1,1,54000,0,0,0,1,1,TABS  ,TABS  ,            ,                                        ,06/10/2017,AZVIT CON 30 CAPSULAS ST                
41CPAZ02            ,GRP-0002,180000,1,       ,        ,1,1,PIEZA ,1,CAPSULA SUPLEMENTO ALIMENTICIO                                                  ,PIEZA ,1,0.57,8,0,200,1,1,180000,0,0,0,0.57,1,TABS  ,TABS  ,            ,                                        ,22/03/2024,AZVITE CON 100 CAPSULAS ST              
41CPAZ02            ,MPA-0047,1.8,1,       ,        ,2,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,8,0,2,1,1,180000,0,0,0,8022.027,1,TABS  ,TABS  ,            ,                                        ,14/11/2024,AZVITE CON 100 CAPSULAS ST              
41CPAZ03            ,MPE-0039,53.3479,1,       ,        ,1,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,9,0,2,1,1,360000,0,0,0,79.13958,1,CAPS  ,CAPS  ,            ,                                        ,11/03/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0193,21.6,1,       ,        ,2,1,KG    ,1,VITAMINA E EN POLVO AL 50 %                                                     ,KG    ,1,446.7804,9,0,2,1,1,360000,0,0,0,446.7804,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0040,19.44,1,       ,        ,3,1,KG    ,1,CLORURO DE MAGNESIO HEXAHIDRATADO                                               ,KG    ,1,70,9,0,2,1,1,360000,0,0,0,70,1,CAPS  ,CAPS  ,            ,                                        ,14/10/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0245,18.5567,1,       ,        ,4,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,9,0,2,1,1,360000,0,0,0,233.00955,1,CAPS  ,CAPS  ,            ,                                        ,19/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0078,18,1,       ,        ,5,1,KG    ,1,GLUCONATO DE ZINC                                                               ,KG    ,1,254.66625,9,0,2,1,1,360000,0,0,0,254.66625,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0409,9,1,       ,        ,6,1,KG    ,1,CARBONATO DE CALCIO MD90                                                        ,KG    ,1,177.47625,9,0,2,1,1,360000,0,0,0,177.47625,1,CAPS  ,CAPS  ,            ,                                        ,10/03/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0079,7.2,1,       ,        ,7,1,KG    ,1,LECITINA DE SOYA POLVO                                                          ,KG    ,1,173.17305,9,0,2,1,1,360000,0,0,0,173.17305,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0187,7.2,1,       ,        ,8,1,KG    ,1,VITAMINA B3 (NICOTINAMIDA)                                                      ,KG    ,1,169.1718,9,0,2,1,1,360000,0,0,0,169.1718,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0177,4.0104,1,       ,        ,9,1,KG    ,1,SULFATO DE POTASIO                                                              ,KG    ,1,470,9,0,2,1,1,360000,0,0,0,470,1,CAPS  ,CAPS  ,            ,                                        ,18/10/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0188,3.6,1,       ,        ,10,1,KG    ,1,VITAMINA B5 (PANTOTENATO DE CALCIO)                                             ,KG    ,1,601.101,9,0,2,1,1,360000,0,0,0,601.101,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0097,3.6,1,       ,        ,11,1,KG    ,1,HIERRO (SULFATO FERROSO EN POLVO)                                               ,KG    ,1,87,9,0,2,1,1,360000,0,0,0,87,1,CAPS  ,CAPS  ,            ,                                        ,06/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0072,3.6,1,       ,        ,12,1,KG    ,1,AJO PLUS DEODORIZADO                                                            ,KG    ,1,170,9,0,2,1,1,360000,0,0,0,170,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0103,3.6,1,       ,        ,13,1,KG    ,1,JALEA REAL EN POLVO                                                             ,KG    ,1,6410,9,0,2,1,1,360000,0,0,0,6410,1,CAPS  ,CAPS  ,            ,                                        ,28/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0075,3.6,1,       ,        ,14,1,KG    ,1,BITARTRATO DE COLINA                                                            ,KG    ,1,307.41925,9,0,2,1,1,360000,0,0,0,307.41925,1,CAPS  ,CAPS  ,            ,                                        ,30/10/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0047,3.6,1,       ,        ,15,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,9,0,2,1,1,360000,0,0,0,8022.027,1,CAPS  ,CAPS  ,            ,                                        ,14/11/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPE-0029,1.944,1,       ,        ,16,1,KG    ,1,SILICATO DE MAGNESIO HIDRATADO (TALCO)                                          ,KG    ,1,87.69549,9,0,2,1,1,360000,0,0,0,87.69549,1,CAPS  ,CAPS  ,            ,                                        ,24/01/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPE-0068,1.944,1,       ,        ,17,1,KG    ,1,ESTEARATO DE MAGNESIO USP/NF,KG    ,1,68.844798,9,0,2,1,1,360000,0,0,0,68.844798,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0176,1.2384,1,       ,        ,18,1,KG    ,1,SULFATO DE MANGANESO,KG    ,1,128.0126,9,0,2,1,1,360000,0,0,0,128.0126,1,CAPS  ,CAPS  ,            ,                                        ,18/12/2023,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0174,0.9072,1,       ,        ,19,1,KG    ,1,SULFATO DE COBRE EN POLVO                                                       ,KG    ,1,840,9,0,2,1,1,360000,0,0,0,840,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0189,0.72,1,       ,        ,20,1,KG    ,1,VITAMINA B6 (PIRIDOXINA HCL)                                                    ,KG    ,1,664.6035,9,0,2,1,1,360000,0,0,0,664.6035,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0159,0.612,1,       ,        ,21,1,KG    ,1,RIBOFLAVINA BASE (Vitamina B2)                                                  ,KG    ,1,1182.1653,9,0,2,1,1,360000,0,0,0,1182.1653,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPE-0060,0.5832,1,       ,        ,22,1,KG    ,1,DIOXIDO DE SILICIO COLOIDAL USP(HDK N20),KG    ,1,445.14675,9,0,2,1,1,360000,0,0,0,445.14675,1,CAPS  ,CAPS  ,            ,                                        ,13/01/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0186,0.54,1,       ,        ,23,1,KG    ,1,VITAMINA B1 (TIAMINA HCL)                                                       ,KG    ,1,741.3579,9,0,2,1,1,360000,0,0,0,741.3579,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0006,0.36,1,       ,        ,24,1,KG    ,1,"VITAMINA A PALMITATO POLVO 250,000 UI                                           ",KG    ,1,912.1275,9,0,2,1,1,360000,0,0,0,912.1275,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0010,0.144,1,       ,        ,25,1,KG    ,1,ACIDO FOLICO                                                                    ,KG    ,1,1314.7875,9,0,2,1,1,360000,0,0,0,1314.7875,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0416,0.0356,1,       ,        ,26,1,KG    ,1,Betacaroteno                                                                    ,KG    ,1,683.132,9,0,2,1,1,360000,0,0,0,683.132,1,CAPS  ,CAPS  ,            ,                                        ,13/07/2023,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0247,0.0108,1,       ,        ,27,1,KG    ,1,VITAMINA K2 POLVO                                                               ,KG    ,1,17615.885,9,0,2,1,1,360000,0,0,0,17615.885,1,CAPS  ,CAPS  ,            ,                                        ,06/08/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0424,0.0036,1,       ,        ,28,1,KG    ,1,VITAMINA D3                                                                     ,KG    ,1,1103.889759,9,0,2,1,1,360000,0,0,0,1103.889759,1,CAPS  ,CAPS  ,            ,                                        ,27/03/2025,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MPA-0043,0.0022,1,       ,        ,29,1,GR    ,1,CIANOCOBALAMINA  (VITAMINA B12)                                                 ,GR    ,1,36.8258,9,0,2,1,1,360000,0,0,0,36.8258,1,CAPS  ,CAPS  ,            ,                                        ,28/08/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ03            ,MEP-0060,378000,1,       ,        ,30,1,PZA   ,1,CAPSULA #00 ESCARLATA / ESCARLATA,PZA   ,2,0.00833,9,0,3,20.3363,20.3363,360000,0,0,0,0.00833,2,CAPS  ,CAPS  ,            ,                                        ,11/04/2024,AZVITE CON 90 CAPSULAS ST               
41CPAZ04            ,MPE-0039,22.2283,1,       ,        ,1,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,10,0,2,1,1,150000,0,0,0,79.13958,1,CAPS  ,CAPS  ,            ,                                        ,11/03/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0193,9,1,       ,        ,2,1,KG    ,1,VITAMINA E EN POLVO AL 50 %                                                     ,KG    ,1,446.7804,10,0,2,1,1,150000,0,0,0,446.7804,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0040,8.1,1,       ,        ,3,1,KG    ,1,CLORURO DE MAGNESIO HEXAHIDRATADO                                               ,KG    ,1,70,10,0,2,1,1,150000,0,0,0,70,1,CAPS  ,CAPS  ,            ,                                        ,14/10/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0245,7.73196,1,       ,        ,4,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,10,0,2,1,1,150000,0,0,0,233.00955,1,CAPS  ,CAPS  ,            ,                                        ,19/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0078,7.5,1,       ,        ,5,1,KG    ,1,GLUCONATO DE ZINC                                                               ,KG    ,1,254.66625,10,0,2,1,1,150000,0,0,0,254.66625,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0079,3,1,       ,        ,6,1,KG    ,1,LECITINA DE SOYA POLVO                                                          ,KG    ,1,173.17305,10,0,2,1,1,150000,0,0,0,173.17305,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0187,3,1,       ,        ,7,1,KG    ,1,VITAMINA B3 (NICOTINAMIDA)                                                      ,KG    ,1,169.1718,10,0,2,1,1,150000,0,0,0,169.1718,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0177,1.671,1,       ,        ,8,1,KG    ,1,SULFATO DE POTASIO                                                              ,KG    ,1,470,10,0,2,1,1,150000,0,0,0,470,1,CAPS  ,CAPS  ,            ,                                        ,18/10/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0188,1.5,1,       ,        ,9,1,KG    ,1,VITAMINA B5 (PANTOTENATO DE CALCIO)                                             ,KG    ,1,601.101,10,0,2,1,1,150000,0,0,0,601.101,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0097,1.5,1,       ,        ,10,1,KG    ,1,HIERRO (SULFATO FERROSO EN POLVO)                                               ,KG    ,1,87,10,0,2,1,1,150000,0,0,0,87,1,CAPS  ,CAPS  ,            ,                                        ,06/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0072,1.5,1,       ,        ,11,1,KG    ,1,AJO PLUS DEODORIZADO                                                            ,KG    ,1,170,10,0,2,1,1,150000,0,0,0,170,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0103,1.5,1,       ,        ,12,1,KG    ,1,JALEA REAL EN POLVO                                                             ,KG    ,1,6410,10,0,2,1,1,150000,0,0,0,6410,1,CAPS  ,CAPS  ,            ,                                        ,28/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0075,1.5,1,       ,        ,13,1,KG    ,1,BITARTRATO DE COLINA                                                            ,KG    ,1,307.41925,10,0,2,1,1,150000,0,0,0,307.41925,1,CAPS  ,CAPS  ,            ,                                        ,30/10/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0047,1.5,1,       ,        ,14,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,10,0,2,1,1,150000,0,0,0,8022.027,1,CAPS  ,CAPS  ,            ,                                        ,14/11/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPE-0068,0.81,1,       ,        ,15,1,KG    ,1,ESTEARATO DE MAGNESIO USP/NF,KG    ,1,68.844798,10,0,2,1,1,150000,0,0,0,68.844798,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0176,0.516,1,       ,        ,16,1,KG    ,1,SULFATO DE MANGANESO,KG    ,1,128.0126,10,0,2,1,1,150000,0,0,0,128.0126,1,CAPS  ,CAPS  ,            ,                                        ,18/12/2023,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0174,0.378,1,       ,        ,17,1,KG    ,1,SULFATO DE COBRE EN POLVO                                                       ,KG    ,1,840,10,0,2,1,1,150000,0,0,0,840,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0189,0.3,1,       ,        ,18,1,KG    ,1,VITAMINA B6 (PIRIDOXINA HCL)                                                    ,KG    ,1,664.6035,10,0,2,1,1,150000,0,0,0,664.6035,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0159,0.255,1,       ,        ,19,1,KG    ,1,RIBOFLAVINA BASE (Vitamina B2)                                                  ,KG    ,1,1182.1653,10,0,2,1,1,150000,0,0,0,1182.1653,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPE-0060,0.243,1,       ,        ,20,1,KG    ,1,DIOXIDO DE SILICIO COLOIDAL USP(HDK N20),KG    ,1,445.14675,10,0,2,1,1,150000,0,0,0,445.14675,1,CAPS  ,CAPS  ,            ,                                        ,13/01/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0186,0.225,1,       ,        ,21,1,KG    ,1,VITAMINA B1 (TIAMINA HCL)                                                       ,KG    ,1,741.3579,10,0,2,1,1,150000,0,0,0,741.3579,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0006,0.15,1,       ,        ,22,1,KG    ,1,"VITAMINA A PALMITATO POLVO 250,000 UI                                           ",KG    ,1,912.1275,10,0,2,1,1,150000,0,0,0,912.1275,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0010,0.06,1,       ,        ,23,1,KG    ,1,ACIDO FOLICO                                                                    ,KG    ,1,1314.7875,10,0,2,1,1,150000,0,0,0,1314.7875,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0416,0.01485,1,       ,        ,24,1,KG    ,1,Betacaroteno                                                                    ,KG    ,1,683.132,10,0,2,1,1,150000,0,0,0,683.132,1,CAPS  ,CAPS  ,            ,                                        ,13/07/2023,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0247,0.0045,1,       ,        ,25,1,KG    ,1,VITAMINA K2 POLVO                                                               ,KG    ,1,17615.885,10,0,2,1,1,150000,0,0,0,17615.885,1,CAPS  ,CAPS  ,            ,                                        ,06/08/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0191,0.0015,1,       ,        ,26,1,KG    ,1,VITAMINA D3 (COLECALCIFEROL)                                                    ,KG    ,1,1117.392,10,0,2,1,1,150000,0,0,0,1117.392,1,CAPS  ,CAPS  ,            ,                                        ,03/02/2023,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0043,0.9,1,       ,        ,27,1,GR    ,1,CIANOCOBALAMINA  (VITAMINA B12)                                                 ,GR    ,1,36.8258,10,0,2,1,1,150000,0,0,0,36.8258,1,CAPS  ,CAPS  ,            ,                                        ,28/08/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MEP-0060,157000,1,       ,        ,28,1,PZA   ,1,CAPSULA #00 ESCARLATA / ESCARLATA,PZA   ,2,0.00833,10,0,3,20.3363,20.3363,150000,0,0,0,0.00833,2,CAPS  ,CAPS  ,            ,                                        ,11/04/2024,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPE-0029,0.81,1,       ,        ,29,1,KG    ,1,SILICATO DE MAGNESIO HIDRATADO (TALCO)                                          ,KG    ,1,87.69549,10,0,2,1,1,150000,0,0,0,87.69549,1,CAPS  ,CAPS  ,            ,                                        ,24/01/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ04            ,MPA-0409,3.75,1,       ,        ,30,1,KG    ,1,CARBONATO DE CALCIO MD90                                                        ,KG    ,1,177.47625,10,0,2,1,1,150000,0,0,0,177.47625,1,CAPS  ,CAPS  ,            ,                                        ,10/03/2025,AZVITE CON 30 CAPSULAS ST               
41CPAZ05            ,MPE-0039,4.8346,1,       ,        ,1,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,11,0,2,1,1,18000,0,0,0,79.13958,1,CAPS  ,CAPS  ,            ,                                        ,11/03/2025,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0193,1.08,1,       ,        ,2,1,KG    ,1,VITAMINA E EN POLVO AL 50 %                                                     ,KG    ,1,446.7804,11,0,2,1,1,18000,0,0,0,446.7804,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0040,0.972,1,       ,        ,3,1,KG    ,1,CLORURO DE MAGNESIO HEXAHIDRATADO                                               ,KG    ,1,70,11,0,2,1,1,18000,0,0,0,70,1,CAPS  ,CAPS  ,            ,                                        ,14/10/2024,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0245,0.9278,1,       ,        ,4,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,11,0,2,1,1,18000,0,0,0,233.00955,1,CAPS  ,CAPS  ,            ,                                        ,19/02/2025,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0078,0.9,1,       ,        ,5,1,KG    ,1,GLUCONATO DE ZINC                                                               ,KG    ,1,254.66625,11,0,2,1,1,18000,0,0,0,254.66625,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0031,0.45,1,       ,        ,6,1,KG    ,1,CARBONATO DE CALCIO DC (A)                                                      ,KG    ,1,113.6091,11,0,2,1,1,18000,0,0,0,113.6091,1,CAPS  ,CAPS  ,            ,                                        ,06/03/2025,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0079,0.36,1,       ,        ,7,1,KG    ,1,LECITINA DE SOYA POLVO                                                          ,KG    ,1,173.17305,11,0,2,1,1,18000,0,0,0,173.17305,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0187,0.36,1,       ,        ,8,1,KG    ,1,VITAMINA B3 (NICOTINAMIDA)                                                      ,KG    ,1,169.1718,11,0,2,1,1,18000,0,0,0,169.1718,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,AZ VITE MM C/2 CAPSULAS ST              
41CPAZ05            ,MPA-0177,0.2005,1,       ,        ,9,1,KG    ,1,SULFATO DE POTASIO                                                              ,KG    ,1,470,11,0,2,1,1,18000,0,0,0,470,1,CAPS  ,CAPS  ,            ,                                        ,18/10/2024,AZ VITE MM C/2 CAPSULAS ST              
