Cve_factu,No_fac    ,Extra,Falta_fac ,Tiponcc     ,Cve_cte,Saldo_fac           ,Nom_cte                                                                                                                                                                                                                                                       ,Falta_cte ,Lim_cre     ,Dia_cre,Tels                           ,Pagos                         ,Cve_mon   ,U_tip_cam ,Fech_venci,Des_mon                                                                         ,Ident,Grup,Post,Cve_age,Cve_zon   ,Tiponota    ,Total_fac           ,Afectbanco,Nom_zon                                 ,Sinuso1,Total1              ,Total2              ,Total3              ,Total4              ,Total5              ,Concepto       ,Cve_age2,Fenmarca,Im_calc             ,Contrarec 
FAR      ,20323,F    ,30/11/2023,            ,411,94813.67,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,06/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94813.67,F         ,                                        ,F      ,94813.67,0,0,0,0,Factura        ,0,0,0,08/12/2023
FAR      ,20324,F    ,30/11/2023,            ,411,94229.84,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,18/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94229.84,F         ,                                        ,F      ,94229.84,0,0,0,0,Factura        ,0,0,0,20/12/2023
FAR      ,20325,F    ,30/11/2023,            ,411,94930.43,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,18/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94930.43,F         ,                                        ,F      ,94930.43,0,0,0,0,Factura        ,0,0,0,20/12/2023
FAR      ,20326,F    ,30/11/2023,            ,411,225484.51,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,06/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,225484.51,F         ,                                        ,F      ,225484.51,0,0,0,0,Factura        ,0,0,0,08/12/2023
FAR      ,20334,F    ,30/11/2023,            ,411,93996.31,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,93996.31,F         ,                                        ,F      ,93996.31,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20335,F    ,30/11/2023,            ,411,94930.43,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94930.43,F         ,                                        ,F      ,94930.43,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20337,F    ,30/11/2023,            ,411,94463.37,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94463.37,F         ,                                        ,F      ,94463.37,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20338,F    ,30/11/2023,            ,411,94580.14,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94580.14,F         ,                                        ,F      ,94580.14,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20339,F    ,30/11/2023,            ,411,94229.84,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94229.84,F         ,                                        ,F      ,94229.84,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20340,F    ,30/11/2023,            ,411,94463.37,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94463.37,F         ,                                        ,F      ,94463.37,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20341,F    ,30/11/2023,            ,411,94346.6,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94346.6,F         ,                                        ,F      ,94346.6,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20342,F    ,30/11/2023,            ,411,94229.84,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,17.1357,13/02/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94229.84,F         ,                                        ,F      ,94229.84,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20531,F    ,29/12/2023,            ,411,94580.14,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94580.14,F         ,                                        ,F      ,94580.14,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20532,F    ,29/12/2023,            ,411,94813.67,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94813.67,F         ,                                        ,F      ,94813.67,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20533,F    ,29/12/2023,            ,411,94346.6,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94346.6,F         ,                                        ,F      ,94346.6,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20534,F    ,29/12/2023,            ,411,95047.2,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,95047.2,F         ,                                        ,F      ,95047.2,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20535,F    ,29/12/2023,            ,411,94463.37,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94463.37,F         ,                                        ,F      ,94463.37,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20536,F    ,29/12/2023,            ,411,94580.14,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94580.14,F         ,                                        ,F      ,94580.14,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20537,F    ,29/12/2023,            ,411,94930.43,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94930.43,F         ,                                        ,F      ,94930.43,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20538,F    ,29/12/2023,            ,411,94463.37,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,94463.37,F         ,                                        ,F      ,94463.37,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20539,F    ,29/12/2023,            ,411,95163.96,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,95163.96,F         ,                                        ,F      ,95163.96,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20540,F    ,29/12/2023,            ,411,224838.16,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,224838.16,F         ,                                        ,F      ,224838.16,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20541,F    ,29/12/2023,            ,411,95163.96,ASPEN LABS                                                                                                                                                                                                                                                    ,18/12/2020,1000000,60,9126-0860                      ,                              ,1,16.922,23/03/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,95163.96,F         ,                                        ,F      ,95163.96,0,0,0,0,Factura        ,0,0,0,23/01/2024
FAR      ,20314,F    ,29/11/2023,            ,350,154055.86,BOREAL FARMACEUTICA                                                                                                                                                                                                                                           ,30/03/2017,50000,45,615-1703                       ,                              ,1,17.1555,20/01/2024,PESOS                                                                           ,FAC  ,1,0,29,0,            ,295856.96,F         ,                                        ,F      ,0,0,154055.86,0,0,Factura        ,0,0,0,04/12/2023
FAR      ,20599,F    ,09/01/2024,            ,260,74779.48,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",19/06/2014,1500000,30,5039-0170 5039-0174            ,Janeth Rodriguez              ,1,16.8987,11/02/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,74779.48,F         ,                                        ,F      ,74779.48,0,0,0,0,Factura        ,0,0,0,12/01/2024
FAR      ,20692,F    ,19/01/2024,            ,260,190002.79,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",19/06/2014,1500000,30,5039-0170 5039-0174            ,Janeth Rodriguez              ,1,17.2957,31/12/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,190002.79,F         ,                                        ,F      ,190002.79,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20186,F    ,09/11/2023,            ,414,140215,"CEL MEDIKA, SAPI DE CV                                                                                                                                                                                                                                        ",26/01/2021,50000,60,6586-5043                      ,                              ,1,17.5097,29/01/2024,PESOS                                                                           ,FAC  ,1,0,27,0,            ,140215,F         ,                                        ,F      ,140215,0,0,0,0,Factura        ,0,0,0,09/11/2023
FAR      ,20466,F    ,15/12/2023,            ,414,138881,"CEL MEDIKA, SAPI DE CV                                                                                                                                                                                                                                        ",26/01/2021,50000,60,6586-5043                      ,                              ,1,17.398,13/02/2024,PESOS                                                                           ,FAC  ,1,0,27,0,            ,138881,F         ,                                        ,F      ,138881,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,19496,F    ,31/08/2023,            ,370,56830.92,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,16.8402,22/11/2023,PESOS                                                                           ,FAC  ,1,0,35,0,            ,56830.92,F         ,                                        ,F      ,0,0,0,0,56830.92,Factura        ,0,0,0,08/09/2023
FAR      ,19774,F    ,29/09/2023,            ,370,166521.19,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,17.7287,17/01/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,166521.19,F         ,                                        ,F      ,0,0,166521.19,0,0,Factura        ,0,0,0,03/11/2023
FAR      ,20054,F    ,31/10/2023,            ,370,18581.55,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,18.0752,17/01/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,18581.55,F         ,                                        ,F      ,0,0,18581.55,0,0,Factura        ,0,0,0,03/11/2023
FAR      ,20085,F    ,31/10/2023,            ,370,37485.21,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,18.0752,17/01/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,37485.21,F         ,                                        ,F      ,0,0,37485.21,0,0,Factura        ,0,0,0,03/11/2023
FAR      ,20110,F    ,31/10/2023,            ,370,55251.61,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,18.0752,17/01/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,55251.61,F         ,                                        ,F      ,0,0,55251.61,0,0,Factura        ,0,0,0,03/11/2023
FAR      ,20357,F    ,30/11/2023,            ,370,10725.73,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,17.1357,14/02/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,10725.73,F         ,                                        ,F      ,10725.73,0,0,0,0,Factura        ,0,0,0,01/12/2023
         ,N4016     ,F    ,26/10/2023,A12         ,370,-5683.28,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,10/07/2018,500000,75,219-2300 -                     ,Gregorio Israel Morales Gonzal,1,18.2842,26/10/2023,PESOS                                                                           ,CRE  ,2,0,35,0,A12         ,-5683.28,F         ,                                        ,F      ,0,0,0,0,-5683.28,Descuento      ,0,0,0,  /  /    
FAR      ,20122,F    ,31/10/2023,            ,369,52604.18,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,14/05/2018,500000,45,5633-8074                      ,MAYRA                         ,1,18.0752,30/12/2023,PESOS                                                                           ,FAC  ,1,0,33,0,            ,52604.18,F         ,                                        ,F      ,0,0,0,0,52604.18,Factura        ,0,0,0,15/11/2023
FAR      ,20294,F    ,27/11/2023,            ,369,29174.51,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,14/05/2018,500000,45,5633-8074                      ,MAYRA                         ,1,17.1787,14/01/2024,PESOS                                                                           ,FAC  ,1,0,33,0,            ,29174.51,F         ,                                        ,F      ,0,0,0,29174.51,0,Factura        ,0,0,0,30/11/2023
FAR      ,20448,F    ,12/12/2023,            ,369,50146.67,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,14/05/2018,500000,45,5633-8074                      ,MAYRA                         ,1,17.3688,29/01/2024,PESOS                                                                           ,FAC  ,1,0,33,0,            ,50146.67,F         ,                                        ,F      ,50146.67,0,0,0,0,Factura        ,0,0,0,15/12/2023
FAR      ,20687,F    ,19/01/2024,            ,369,94914.17,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,14/05/2018,500000,45,5633-8074                      ,MAYRA                         ,1,17.2957,15/01/2025,PESOS                                                                           ,FAC  ,1,0,33,0,            ,94914.17,F         ,                                        ,F      ,94914.17,0,0,0,0,Factura        ,0,0,0,01/12/2024
         ,N3716     ,F    ,20/06/2023,A12         ,369,-47.1,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,14/05/2018,500000,45,5633-8074                      ,MAYRA                         ,1,17.0792,20/06/2023,PESOS                                                                           ,CRE  ,2,0,27,0,A12         ,-47.1,F         ,                                        ,F      ,0,0,0,0,-47.1,Descuento      ,0,0,0,  /  /    
FAR      ,20500,F    ,21/12/2023,            ,4,23874.25,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.0652,25/01/2024,PESOS                                                                           ,FAC  ,1,0,30,0,            ,25167.92,F         ,                                        ,F      ,0,23874.25,0,0,0,Factura        ,0,0,0,26/12/2023
FAR      ,20659,F    ,19/01/2024,            ,4,56371.95,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,56371.95,F         ,                                        ,F      ,56371.95,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20660,F    ,19/01/2024,            ,4,102226.04,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,102226.04,F         ,                                        ,F      ,102226.04,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20661,F    ,19/01/2024,            ,4,32587.24,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,32587.24,F         ,                                        ,F      ,32587.24,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20662,F    ,19/01/2024,            ,4,15503.99,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,15503.99,F         ,                                        ,F      ,15503.99,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20665,F    ,19/01/2024,            ,4,16753.57,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,16753.57,F         ,                                        ,F      ,16753.57,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20667,F    ,19/01/2024,            ,4,2138.07,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,2138.07,F         ,                                        ,F      ,2138.07,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20668,F    ,19/01/2024,            ,4,34461.84,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,34461.84,F         ,                                        ,F      ,34461.84,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20691,F    ,19/01/2024,            ,4,49242.48,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,49242.48,F         ,                                        ,F      ,49242.48,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20694,F    ,19/01/2024,            ,4,8061.42,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,8061.42,F         ,                                        ,F      ,8061.42,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20695,F    ,19/01/2024,            ,4,25030.89,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,25030.89,F         ,                                        ,F      ,25030.89,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20696,F    ,19/01/2024,            ,4,29253.32,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,29253.32,F         ,                                        ,F      ,29253.32,0,0,0,0,Factura        ,0,0,0,01/12/2024
FAR      ,20697,F    ,19/01/2024,            ,4,66253.18,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.2957,31/03/2025,PESOS                                                                           ,FAC  ,1,0,30,0,            ,66253.18,F         ,                                        ,F      ,66253.18,0,0,0,0,Factura        ,0,1,0,01/12/2024
         ,N3495     ,F    ,09/02/2023,A12         ,4,-3877.01,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,18.9435,09/02/2023,PESOS                                                                           ,CRE  ,2,0,29,0,A12         ,-5394,F         ,                                        ,F      ,0,0,0,0,-3877.01,Descuento      ,0,0,0,  /  /    
         ,N3657     ,F    ,19/05/2023,A13         ,4,-45.01,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.5872,19/05/2023,PESOS                                                                           ,CRE  ,2,0,29,0,A13         ,-45.01,F         ,                                        ,F      ,0,0,0,0,-45.01,Descuento      ,0,0,0,  /  /    
         ,N3835     ,F    ,09/08/2023,A6          ,4,-4998.3,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.0608,09/08/2023,PESOS                                                                           ,CRE  ,2,0,29,0,A6          ,-4998.3,F         ,                                        ,F      ,0,0,0,0,-4998.3,Descuento      ,0,0,0,  /  /    
         ,N3882     ,F    ,08/09/2023,A6          ,4,-1804.83,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.5805,08/09/2023,PESOS                                                                           ,CRE  ,2,0,30,0,A6          ,-1804.83,F         ,                                        ,F      ,0,0,0,0,-1804.83,Descuento      ,0,0,0,  /  /    
         ,N4047     ,F    ,08/11/2023,DESC        ,4,-49078.4,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.5308,08/11/2023,PESOS                                                                           ,CRE  ,2,0,30,0,DESC        ,-349114.18,F         ,                                        ,F      ,0,0,0,0,-49078.4,Descuento      ,0,0,0,  /  /    
         ,N4060     ,F    ,16/11/2023,Dev. Just.  ,4,-276.95,DIFARMER                                                                                                                                                                                                                                                      ,16/03/2011,700000,120,7715-2390                      ,CARLOS                        ,1,17.3917,16/11/2023,PESOS                                                                           ,CRE  ,2,0,30,0,            ,-276.95,F         ,                                        ,F      ,0,0,0,0,-276.95,Devolución     ,0,0,0,  /  /    
