Cve_suc,No_ped    ,F_alta_ped,Cve_cte,Nom_cte                                                                         ,Status         ,Status2        ,Cve_age,Cve_age2,Suc_cot,No_cot    ,Cve_prod            ,New_med,Uni_ped,Factor      ,Fecha_ent_a,Fol_prod,Ped_int           ,Cve_mon   ,Tip_cam   ,Lugar     ,Cant_prod           ,Cant_surtp          ,Liquidado           ,Saldo               ,Valor_prod          ,Uni_med,Desc_prod                               ,Nom_age                                 ,Nom_age2                                ,Des_mon                                 ,Submonped           ,Submonnac           ,Porcsurt            ,Psurtie             ,Cansurtie           ,Porcsurtot,Fecultsur ,Fecha_ent_b,Docsurt   ,Diastrans ,Desc_med                                
MAT    ,10115,21/06/2023,373,PHARMA AMIGO SA DE CV                                                           ,Surtido        ,Confirmado     ,27,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,21/06/2023,2,4500126505,1,17.0945,5,360,360,0,0,57.06,PZA    ,EXZON C/90 TABS.                        ,MEXICO                                  ,                                        ,PESOS                                   ,20541.6,20541.6,100%,0%,0,0,23/06/2023,21/06/2023,01/01/1900,02/01/1900,Vigente                                 
MAT    ,10115,21/06/2023,373,PHARMA AMIGO SA DE CV                                                           ,Surtido        ,Confirmado     ,27,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,21/06/2023,4,4500126505,1,17.0945,5,270,250,20,0,38.8,PZA    ,TAMARIN-LX /30 CAPS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,10476,10476,93%,0%,0,0,23/06/2023,21/06/2023,01/01/1900,02/01/1900,Vigente                                 
MAT    ,10116,21/06/2023,428,PROMOTORA SALUDANAT SA DE CV                                                    ,Surtido        ,Confirmado     ,27,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,21/06/2023,3,PS19213           ,1,17.0945,5,100,100,0,0,50.7,PZA    ,VITABIOM Q10 /30 CAPS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,5070,5070,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10116,21/06/2023,428,PROMOTORA SALUDANAT SA DE CV                                                    ,Surtido        ,Confirmado     ,27,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,21/06/2023,2,PS19213           ,1,17.0945,5,200,200,0,0,50.7,PZA    ,VITEM 3RA /30 CAPS.                     ,MEXICO                                  ,                                        ,PESOS                                   ,10140,10140,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10116,21/06/2023,428,PROMOTORA SALUDANAT SA DE CV                                                    ,Surtido        ,Confirmado     ,27,0,       ,0,51TBCA01            ,       ,PZA    ,1,21/06/2023,1,PS19213           ,1,17.0945,5,74,0,74,0,43.75,PZA    ,CASTIN /50 TABS.                        ,MEXICO                                  ,                                        ,PESOS                                   ,3237.5,3237.5,0%,0%,0,0,  /  /    ,21/06/2023,0,0,                                        
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51CPDG05            ,V99    ,PZA    ,1,21/06/2023,1,17/10/2073,1,17.0945,5,300,300,0,0,43.29,PZA    ,D-GELAC+FS C/30 CAPS.                   ,MEXICO                                  ,                                        ,PESOS                                   ,12987,12987,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,21/06/2023,10,17/10/2073,1,17.0945,5,100,100,0,0,50.7,PZA    ,VITABIOM Q10 /30 CAPS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,5070,5070,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBBF02            ,V99    ,PZA    ,1,21/06/2023,9,17/10/2073,1,17.0945,5,50,50,0,0,34.3,PZA    ,BIOFOLIC 400 / 60 TABS.                 ,MEXICO                                  ,                                        ,PESOS                                   ,1715,1715,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBBH01            ,V99    ,PZA    ,1,21/06/2023,2,17/10/2073,1,17.0945,5,50,50,0,0,53.13,PZA    ,BIOVIT FOR MEN FRASCO CON 30 TABLETS    ,MEXICO                                  ,                                        ,PESOS                                   ,2656.5,2656.5,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBCG01            ,V99    ,PZA    ,1,21/06/2023,6,17/10/2073,1,17.0945,5,800,800,0,0,48.88,PZA    ,COLAGENER C/60 TABS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,39104,39104,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBCK03            ,V99    ,PZA    ,1,21/06/2023,3,17/10/2073,1,17.0945,5,50,50,0,0,33.67,PZA    ,C-KIDS C/30 TABS.                       ,MEXICO                                  ,                                        ,PESOS                                   ,1683.5,1683.5,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,21/06/2023,8,17/10/2073,1,17.0945,5,80,80,0,0,56.97,PZA    ,EXZON C/90 TABS.                        ,MEXICO                                  ,                                        ,PESOS                                   ,4557.6,4557.6,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBPF01            ,V99    ,PZA    ,1,21/06/2023,7,17/10/2073,1,17.0945,5,135,135,0,0,53.54,PZA    ,PLENIFORM 40 /30 TABS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,7227.9,7227.9,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBPK01            ,V99    ,PZA    ,1,21/06/2023,4,17/10/2073,1,17.0945,5,50,50,0,0,33.24,PZA    ,PROBIO KIDS / 30 TABS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,1662,1662,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10117,21/06/2023,61,SUPER MAYOREO NATURISTA S.A. DE C.V.                                            ,Surtido        ,Confirmado     ,27,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,21/06/2023,5,17/10/2073,1,17.0945,5,250,250,0,0,38.73,PZA    ,TAMARIN-LX /30 CAPS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,9682.5,9682.5,100%,0%,0,0,22/06/2023,21/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10118,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51GLVA04            ,       ,PZA    ,1,21/06/2023,3,4500398425,1,17.0945,5,100,100,0,0,49.8,PZA    ,VANESIR GEL 200 G                       ,MEXICO                                  ,                                        ,PESOS                                   ,4980,4980,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,                                        
MAT    ,10118,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBME01            ,V99    ,PZA    ,1,21/06/2023,2,4500398425,1,17.0945,5,50,50,0,0,44.14,PZA    ,MEM-EH C/30 TABS                        ,MEXICO                                  ,                                        ,PESOS                                   ,2207,2207,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,Vigente                                 
MAT    ,10118,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,21/06/2023,1,4500398425,1,17.0945,5,250,250,0,0,37.67,PZA    ,TAMARIN-LX /30 CAPS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,9417.5,9417.5,100%,0%,0,0,27/06/2023,21/06/2023,1,06/01/1900,Vigente                                 
MAT    ,10119,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPDM01            ,V99    ,PZA    ,1,21/06/2023,2,4500398428,1,17.0945,5,20,20,0,0,41.88,PZA    ,DIAMIVYM C/30 CAPS                      ,MEXICO                                  ,                                        ,PESOS                                   ,837.6,837.6,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,Vigente                                 
MAT    ,10119,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPVF01            ,V99    ,PZA    ,1,21/06/2023,1,4500398428,1,17.0945,5,400,400,0,0,41.99,PZA    ,BIOMIVIT 400 30 / CAPS                  ,MEXICO                                  ,                                        ,PESOS                                   ,16796,16796,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,Vigente                                 
MAT    ,10120,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,21/06/2023,2,4500398432,1,17.0945,5,300,300,0,0,49.31,PZA    ,VITABIOM Q10 /30 CAPS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,14793,14793,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10120,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,21/06/2023,3,4500398432,1,17.0945,5,200,200,0,0,49.31,PZA    ,VITEM 3RA /30 CAPS.                     ,MEXICO                                  ,                                        ,PESOS                                   ,9862,9862,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10120,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBVA01            ,V99    ,PZA    ,1,21/06/2023,1,4500398432,1,17.0945,5,100,100,0,0,48.75,PZA    ,VANESIR /45 TABS.                       ,MEXICO                                  ,                                        ,PESOS                                   ,4875,4875,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10121,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,21/06/2023,1,4500398434,1,17.0945,5,200,200,0,0,55.4,PZA    ,EXZON C/90 TABS.                        ,MEXICO                                  ,                                        ,PESOS                                   ,11080,11080,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10122,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPDM01            ,V99    ,PZA    ,1,21/06/2023,4,4500398436,1,17.0945,5,40,40,0,0,41.88,PZA    ,DIAMIVYM C/30 CAPS                      ,MEXICO                                  ,                                        ,PESOS                                   ,1675.2,1675.2,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10122,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,21/06/2023,2,4500398436,1,17.0945,5,50,50,0,0,49.31,PZA    ,VITABIOM Q10 /30 CAPS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,2465.5,2465.5,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10122,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,21/06/2023,3,4500398436,1,17.0945,5,50,50,0,0,49.31,PZA    ,VITEM 3RA /30 CAPS.                     ,MEXICO                                  ,                                        ,PESOS                                   ,2465.5,2465.5,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10122,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,21/06/2023,1,4500398436,1,17.0945,5,50,50,0,0,37.67,PZA    ,TAMARIN-LX /30 CAPS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,1883.5,1883.5,100%,0%,0,0,26/06/2023,21/06/2023,01/01/1900,05/01/1900,Vigente                                 
MAT    ,10123,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,21/06/2023,2,4500398437,1,17.0945,5,200,200,0,0,49.31,PZA    ,VITABIOM Q10 /30 CAPS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,9862,9862,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,Vigente                                 
MAT    ,10123,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51GLVA04            ,       ,PZA    ,1,21/06/2023,1,4500398437,1,17.0945,5,600,600,0,0,49.8,PZA    ,VANESIR GEL 200 G                       ,MEXICO                                  ,                                        ,PESOS                                   ,29880,29880,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,                                        
MAT    ,10123,21/06/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TGVA01            ,       ,PZA    ,1,21/06/2023,3,4500398437,1,17.0945,5,120,120,0,0,83.1,PZA    ,VANESIR DUO PACK                        ,MEXICO                                  ,                                        ,PESOS                                   ,9972,9972,100%,0%,0,0,27/06/2023,21/06/2023,01/01/1900,06/01/1900,                                        
MAT    ,10124,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,22/06/2023,1,21/10/8010,1,17.2043,5,3,3,0,0,86.03,PZA    ,EXZON C/90 TABS.                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,258.09,258.09,100%,100%,3,01/01/1900,22/06/2023,22/06/2023,1,0,Vigente                                 
MAT    ,10125,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVF01            ,V99    ,PZA    ,1,22/06/2023,1,980762130,1,17.2043,5,4,4,0,0,66,PZA    ,BIOMIVIT 400 30 / CAPS                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,264,264,100%,100%,4,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,Vigente                                 
MAT    ,10125,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,22/06/2023,2,980762130,1,17.2043,5,1,1,0,0,86.03,PZA    ,EXZON C/90 TABS.                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,86.03,86.03,100%,100%,1,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,Vigente                                 
MAT    ,10125,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,22/06/2023,3,980762130,1,17.2043,5,1,1,0,0,54.4,PZA    ,TAMARIN-LX /30 CAPS.                    ,GUADALAJARA                             ,                                        ,PESOS                                   ,54.4,54.4,100%,100%,1,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,Vigente                                 
MAT    ,10126,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51CPDL01            ,       ,PZA    ,1,22/06/2023,2,950221247,1,17.2043,5,20,20,0,0,160.5,PZA    ,DIALAVIT C/30 CAPS                      ,GUADALAJARA                             ,                                        ,PESOS                                   ,3210,3210,100%,100%,20,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,                                        
MAT    ,10126,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVF01            ,V99    ,PZA    ,1,22/06/2023,1,950221247,1,17.2043,5,37,37,0,0,66,PZA    ,BIOMIVIT 400 30 / CAPS                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,2442,2442,100%,100%,37,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,Vigente                                 
MAT    ,10126,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,22/06/2023,3,950221247,1,17.2043,5,1,1,0,0,86.03,PZA    ,EXZON C/90 TABS.                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,86.03,86.03,100%,100%,1,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,Vigente                                 
MAT    ,10126,22/06/2023,423,FARMACIA GUADALAJARA                                                            ,Surtido        ,Confirmado     ,29,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,22/06/2023,4,950221247,1,17.2043,5,23,23,0,0,54.4,PZA    ,TAMARIN-LX /30 CAPS.                    ,GUADALAJARA                             ,                                        ,PESOS                                   ,1251.2,1251.2,100%,100%,23,01/01/1900,22/06/2023,22/06/2023,01/01/1900,0,Vigente                                 
MAT    ,10127,22/06/2023,435,PHARMA PLUS SA DE CV                                                            ,Surtido        ,Confirmado     ,4,0,       ,0,51CPDL01            ,       ,PZA    ,1,22/06/2023,7,4300233979,1,17.2043,5,518,0,518,0,144,PZA    ,DIALAVIT C/30 CAPS                      ,DIRECTO                                 ,                                        ,PESOS                                   ,74592,74592,0%,0%,0,0,  /  /    ,22/06/2023,0,0,                                        
MAT    ,10127,22/06/2023,435,PHARMA PLUS SA DE CV                                                            ,Surtido        ,Confirmado     ,4,0,       ,0,51CPQR01            ,V99    ,PZA    ,1,22/06/2023,4,4300233979,1,17.2043,5,30,30,0,0,223.58,PZA    ,QUERCETINA CAPS 500MG C/60              ,DIRECTO                                 ,                                        ,PESOS                                   ,6707.4,6707.4,100%,0%,0,0,23/06/2023,22/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10127,22/06/2023,435,PHARMA PLUS SA DE CV                                                            ,Surtido        ,Confirmado     ,4,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,22/06/2023,1,4300233979,1,17.2043,5,200,200,0,0,76.16,PZA    ,VITABIOM Q10 /30 CAPS.                  ,DIRECTO                                 ,                                        ,PESOS                                   ,15232,15232,100%,0%,0,0,23/06/2023,22/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10127,22/06/2023,435,PHARMA PLUS SA DE CV                                                            ,Surtido        ,Confirmado     ,4,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,22/06/2023,3,4300233979,1,17.2043,5,350,350,0,0,72.78,PZA    ,VITEM 3RA /30 CAPS.                     ,DIRECTO                                 ,                                        ,PESOS                                   ,25473,25473,100%,0%,0,0,23/06/2023,22/06/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10127,22/06/2023,435,PHARMA PLUS SA DE CV                                                            ,Surtido        ,Confirmado     ,4,0,       ,0,51PLCN01            ,V99    ,PZA    ,1,22/06/2023,5,4300233979,1,17.2043,5,130,0,130,0,354.95,PZA    ,COLAGENER 10 NARANJA 360 G              ,DIRECTO                                 ,                                        ,PESOS                                   ,46143.5,46143.5,0%,0%,0,0,  /  /    ,22/06/2023,0,0,Vigente                                 
MAT    ,10127,22/06/2023,435,PHARMA PLUS SA DE CV                                                            ,Surtido        ,Confirmado     ,4,0,       ,0,51PLCV03            ,       ,PIEZA  ,1,22/06/2023,8,4300233979,1,17.2043,5,50,50,0,0,99.13,PIEZA  ,C-VYM CERO AZUCAR C/11 SOBRES           ,DIRECTO                                 ,                                        ,PESOS                                   ,4956.5,4956.5,100%,0%,0,0,23/06/2023,22/06/2023,01/01/1900,01/01/1900,                                        
